year,station_id,station_name,station_lat,station_lon,station_address
2019,154BAEcobici,154 - GALLO,-34.6005484,-58.4122849,789 Gallo
2019,307BAEcobici,341 - COMUNA 4,-34.6499971,-58.42477299999999,AV PERITO MORENO 2881
2019,220BAEcobici,097 - Avelino Diaz,-34.635128,-58.427573,Avelino Diaz&Doblas
2019,299BAEcobici,221 - CULPINA,-34.631705,-58.466143,Culpina 121
2019,219BAEcobici,140 - Las Casas,-34.6360274,-58.4156332,Metan 3661
2019,310BAEcobici,356 - ESTACIÓN LUGANO,-34.67711802272075,-58.47562443821892,Murguiondo 4181
2019,231BAEcobici,384 - PLAZA BENITO NAZAR,-34.60511787,-58.445999589,VALENTIN VIRASORO 1349
2019,182BAEcobici,182 - RAVIGNANI Y GUATEMALA,-34.5780479,-58.4352466,"2185 Ravignani, Emilio, Dr. & Guatemala"
2019,208BAEcobici,145 - RAVIGNANI,-34.5807161,-58.43840400000001,EMILIO RAVIGNANI 1802
2019,134BAEcobici,134 - SOLDADO DE LA FRONTERA,-34.683188,-58.468952,Ana Díaz 5851
2019,143BAEcobici,143 - BILLINGHURST Y VALENTÍN GOMEZ,-34.604709,-58.415807,"455 Billinghurst & Gomez, Valentin"
2019,200BAEcobici,200 - AUSTRIA Y FRENCH,-34.5890696,-58.40536170000001,Austria 2075
2019,189BAEcobici,189 - POSADAS,-34.5886889,-58.3852113,1350 Posadas
2019,68BAEcobici,105 - PARQUE SAAVEDRA,-34.552148,-58.480464,García del Río 3590
2019,162BAEcobici,162 - LARREA Y BARTOLOMÉ MITRE,-34.608985,-58.401924,80 Larrea
2019,35BAEcobici,035 - INGENIERO BUTTY,-34.5964246,-58.371847,Ing. E. Butty 291
2019,214BAEcobici,142 - Armenia y Gorriti,-34.590541,-58.428974,Armenia 1525 y Gorriti
2019,33BAEcobici,033 - Facultad de Medicina,-34.5970909,-58.3989807,Pres. José Evaristo Uriburu 987
2019,13BAEcobici,013 - ONCE,-34.61009,-58.406,Av. Pueyrredon & Av. Rivadavia
2019,183BAEcobici,183 - VIRREY CEVALLOS,-34.6156994,-58.3899728,Mexico 1652
2019,55BAEcobici,055 - Bouchard,-34.5994122,-58.36966404,Viamonte 101
2019,111BAEcobici,111 - MACACHA GUEMES,-34.6054877,-58.3646858,Machaca Guemes 350
2019,51BAEcobici,051 - TUCUMAN,-34.6014776,-58.3821261,Tucuman & 9 De Julio Av.
2019,206BAEcobici,159 - Fitz Roy & Gorriti,-34.58495,-58.437339,Fitz Roy & Gorriti
2019,132BAEcobici,132 - CORRIENTES,-34.6033685,-58.372763,Reconquista & Corrientes Av.
2019,15BAEcobici,015 - JUANA MANSO II,-34.6004,-58.3636706,Juana Manso & Emma de la Barra
2019,85BAEcobici,085 - AGUERO,-34.5948057,-58.4091784,"Aguero & Mansilla, Lucio Norberto, General"
2019,43BAEcobici,334 - CENTRO DE EXPOSICIONES,-34.584018,-58.389921,2133 Figueroa Alcorta
2019,84BAEcobici,084 - Lavalle,-34.6042288,-58.3937375,Riobamba 403
2019,86BAEcobici,086 - SAAVEDRA,-34.6212681,-58.4016808,1019 Saavedra
2019,94BAEcobici,094 - GÚZMAN,-34.591511,-58.449652,Av Guzman 129 & Leiva
2019,116BAEcobici,116 - HOSPITAL ALEMÁN,-34.5921708,-58.4025894,Beruti & Ecuador
2019,114BAEcobici,114 - DELLA PAOLERA,-34.5949745,-58.3722554,"Della Paolera 297, Carlos M. & Av. Leandro N. Alem"
2019,128BAEcobici,128 - PARQUE DEL BAJO,-34.60515159,-58.36882117,Tte. Gral. Juan Domingo Perón 133
2019,156BAEcobici,156 - Plaza Alemania,-34.5775895,-58.4074696,2939 Cavia
2019,135BAEcobici,135 - MARCELO T. DE ALVEAR,-34.595125,-58.377535,Av. Santa Fe 772
2019,152BAEcobici,152 - JULIETA LANTERI,-34.6181645,-58.3596311,"Vera Peñaloza, Rosario 599 & Lanteri Julieta"
2019,19BAEcobici,019 - PLAZA SAN MARTIN,-34.5956027,-58.3776353,Av. Santa Fe 750 & Maipu
2019,177BAEcobici,177 -PLANETARIO,-34.568165,-58.412121,Av Casares y Av Belisario Roldan
2019,186BAEcobici,186 - MANZANA 66,-34.6136356,-58.4064415,2875 Moreno
2019,190BAEcobici,190 - JUNCAL,-34.5850763,-58.4111136,"Juncal & Salguero, Jeronimo"
2019,82BAEcobici,082 - HOSPITAL ITALIANO,-34.6078917,-58.4263947,394 Rawson & Potosi
2019,229BAEcobici,243 - PLAZOLETA CELEDONIO FLORES,-34.581576,-58.45153,Cordoba 6599
2019,150BAEcobici,150 - RODRIGO BUENO,-34.6187547,-58.3554654,Av. España 2200
2019,62BAEcobici,062 - Córdoba,-34.5985102,-58.3768501,820 Maipú
2019,50BAEcobici,050 - Hospital Rivadavia,-34.5837348,-58.4010798,2516 Pereyra Lucena
2019,22BAEcobici,022 - Arenales,-34.5938629,-58.3825498,Cerrito & Arenales
2019,36BAEcobici,036 - MAIPÚ,-34.6045481,-58.3767677,MAIPÙ 300
2019,117BAEcobici,117 - HUMBERTO 1°,-34.6201008,-58.3741759,Peru  1016
2019,60BAEcobici,060 - 25 De Mayo,-34.6016509,-58.371079,527 25 De Mayo
2019,53BAEcobici,053 - Ricardo Rojas,-34.5952579,-58.3743514,1068 San Martin
2019,57BAEcobici,057 - BELGRANO,-34.6126898,-58.37125,5 de julio 423
2019,70BAEcobici,070 - ARAOZ,-34.5926862,-58.4260597,1413 Araoz & Gorriti CABA
2019,79BAEcobici,079 - AZUCENA VILLAFLOR,-34.61189,-58.36393,"Villaflor, Azucena & Dealessi, Pierina"
2019,173BAEcobici,173 - PLAZA CECILIA GRIERSON,-34.6222964,-58.3751607,Av. San Juan 632
2019,207BAEcobici,123 - BASUALDO Y RODO,-34.65237685302847,-58.487359356906865,Guardia Nacional 1700
2019,89BAEcobici,089 - Cabello,-34.5825475,-58.4056671,3082 Cabello
2019,205BAEcobici,125 - F.J.Santamaria de Oro,-34.583323,-58.428016,F.J.Santamaria de Oro & Guatemala
2019,221BAEcobici,157 - Senillosa y Zuviria,-34.6280441,-58.4274042,Senillosa 989 y Zuviria
2019,172BAEcobici,172 - BRASIL,-34.625426,-58.371082,BRASIL&DEFENSA
2019,90BAEcobici,090 - GUTIERREZ,-34.5866324,-58.3998749,"2685 Gutierrez, Juan Maria & Aguero"
2019,120BAEcobici,120 - HOSPITAL RAMOS MEJIA,-34.617509,-58.4092876,3084 Agrelo
2019,124BAEcobici,124 - UGARTECHE,-34.580538,-58.411965,3050 Ugarteche
2019,126BAEcobici,126 - Ministerio de Justicia y Seguridad,-34.6402672,-58.3692243,"Regimiento De Patricios Av. & Araoz De Lamadrid, Gregorio, Gral."
2019,40BAEcobici,040 - Sarmiento,-34.604461,-58.373499,Sarmiento 481
2019,161BAEcobici,161 - Humahuaca,-34.6020779,-58.4196761,3912 Humahuaca
2019,165BAEcobici,165 - PLAZA MONSEÑOR MIGUEL DE ANDREA,-34.597048,-58.407614,Dr Tomas Manuel De  Anchorena &  Jose A. Cabrera
2019,166BAEcobici,166 - Cementerio de Recoleta,-34.5883466632398,-58.3941479428656,Vicente López 2100
2019,171BAEcobici,171 - Pasteur,-34.6032813,-58.3997553,519 Pasteur
2019,181BAEcobici,181 - BILLINGHURST Y MANSILLA,-34.5926649,-58.4120072,"1520 Billinghurst & Mansilla, Lucio Norberto, General"
2019,213BAEcobici,136 - Acevedo,-34.599659,-58.442685,Acevedo y Padilla
2019,47BAEcobici,047 - Colegio Nacional de Buenos Aires,-34.6117408,-58.3733149,306 Bolivar & Moreno
2019,3BAEcobici,003 - ADUANA,-34.611032,-58.3682604,Moreno & Av Paseo Colon
2019,107BAEcobici,107 - HOSPITAL GARRAHAN,-34.63037718,-58.395844,Brasil 2290
2019,196BAEcobici,196 - HOSPITAL ARGERICH,-34.6275351,-58.3657211,750 Pi Y Margall & Necochea
2019,174BAEcobici,174 - MINISTERIO DE EDUCACION,-34.597225,-58.391768,Marcelo T. de Alvear & Rodriguez Peña
2019,195BAEcobici,357 - PLAZA MARTIN FIERRO,-34.6260785,-58.407389,La Rioja & Cochabamba
2019,193BAEcobici,193 - ARENALES Y AGUERO,-34.5908626,-58.4061652,Arenales y Aguero
2019,242BAEcobici,103 - MALBA,-34.57716,-58.403214,3051 San Martin De Tours
2019,16BAEcobici,EX LEGISLATURA,-34.61001199,-58.3749195,Peru 169
2019,66BAEcobici,066 - Billinghurst,-34.5945475,-58.4138713,3508 Carcova
2019,110BAEcobici,110 - Guardia Vieja,-34.601738,-58.415434,3620 Guarda Vieja
2019,48BAEcobici,034 - Colonia Express,-34.624255,-58.362131,150 Dellepiane Y Pedro de Mendoza
2019,71BAEcobici,071 - CERRITO,-34.6026673,-58.3833559,Libertad & lavalle
2019,153BAEcobici,153 - JUAN MANUEL DE BLANES,-34.6307765,-58.3620701,"383 Blanes, Juan Manuel"
2019,37BAEcobici,off braudacco,-34.6079855,-58.3780549,Esmeralda y Av. Rivadavia
2019,41BAEcobici,041 - PARQUE PATRICIOS II,-34.6371232,-58.4058883,Av Caseros 3015
2019,226BAEcobici,139 - Virrey Liniers,-34.633335,-58.4132263,Salcedo 3408 & Virrey Liniers
2019,151BAEcobici,151 - AIME PAINÉ,-34.6118145,-58.361285,"Villaflor, Azucena & Paine, Aime"
2019,81BAEcobici,Ex Balcarce,-34.6157533,-58.3706184,Balcarce 683
2019,144BAEcobici,144 - PUEYRREDÓN,-34.6018744,-58.4060944,684 Boulogne Sur Mer & Tucuman
2019,254BAEcobici,276 - PRIMERA JUNTA,-34.620717,-58.441607,Av. Rivadavia & Del Barco Centenera
2019,118BAEcobici,118 - MEXICO,-34.6170196,-58.4026531,Saavedra & Mexico
2019,72BAEcobici,072 - Venezuela,-34.6135421,-58.3746635,Peru 490
2019,83BAEcobici,083 - Paraná,-34.603269,-58.3893728,1590 Lavalle
2019,211BAEcobici,195 - Plaza Garay,-34.6266267,-58.3879696,"Garay, Juan De Av. &Saenz Peña, Luis, Pres."
2019,80BAEcobici,080 - VALLE,-34.6245807,-58.4341232,Valle 486
2019,105BAEcobici,105 - 15 DE NOVIEMBRE,-34.6340844,-58.4008662,2687 15 De Noviembre De 1889 & Catamarca
2019,217BAEcobici,198 - HOSPITAL SARDÁ,-34.6342818,-58.4042123,"Castillo, Catulo & Dean Funes"
2019,215BAEcobici,113 - Guatemala,-34.585878,-58.424996,Guatemala 4773
2019,119BAEcobici,119 - EMILIO MITRE,-34.5885608,-58.3973293,"Pacheco De Melo, Jose Andres"
2019,64BAEcobici,064 - RIOBAMBA,-34.5936508,-58.3941087,Riobamba 1264 & Juncal
2019,122BAEcobici,122 - COSTA RICA,-34.5915614,-58.41981629999999,COSTA RICA 4060
2019,78BAEcobici,078 - SUIPACHA Y ARROYO,-34.5910737,-58.3799953,1420 Suipacha
2019,141BAEcobici,141 - SOLIS Y ALSINA,-34.6115231,-58.3904968,225 Solis
2019,93BAEcobici,093 - CARLOS CALVO,-34.620798,-58.3944635,Sarandi 1010
2019,155BAEcobici,155 - Parque José Evaristo Uriburu,-34.6380383,-58.4114346,Av. Almafuerte & Av. Caseros
2019,158BAEcobici,158 - VILLARROEL,-34.592735,-58.4450697,1321 Villarroel & Humboldt CABA
2019,164BAEcobici,164 - FACULTAD DE INGENIERIA,-34.617301,-58.3698984,AV. PASEO COLÓN 811
2019,168BAEcobici,168 - Estados Unidos,-34.6186217,-58.3812271,Estados Unidos & Lima
2019,194BAEcobici,194 - PERÓN Y ACUÑA DE FIGUEROA,-34.6060758,-58.4224635,3997 TTE. GENERAL JUAN DOMINGO PERON
2019,180BAEcobici,180 - CASTRO Y MEXICO,-34.619775,-58.420492,680 Castro & Mexico CABA
2019,212BAEcobici,129 - Velasco,-34.600275,-58.434875,J.Ramirez de Velasco 285
2019,227BAEcobici,188 - Aranguren,-34.61036075,-58.43276297,Dr. Juan Felipe Aranguren 131
2019,225BAEcobici,109 - Lerma,-34.5968511,-58.4295184,175 Lerma & Bonpland
2019,255BAEcobici,374 - Puan,-34.622092,-58.448547,Yerbal 1290
2019,256BAEcobici,209 - PAYSANDU,-34.610398,-58.454304,1182 Paysandu
2019,257BAEcobici,264 - Plaza Marcos Sastre,-34.570825,-58.481236,Miller & Monroe
2019,88BAEcobici,088 - MISIONES,-34.612575,-58.404356,MISIONES 209
2019,121BAEcobici,121 - YATAY,-34.6011732,-58.4285093,925 Yatay& Humahuaca
2019,24BAEcobici,024 - ALSINA,-34.610583,-58.3808943,Adolfo Alsina& Bernardo De Irigoyen
2019,52BAEcobici,052 - SANCHEZ DE BUSTAMANTE,-34.6068725,-58.4148939,212 Sanchez De Bustamante y Peron
2019,106BAEcobici,106 - RINCÓN,-34.6152509,-58.3958827,Venezuela 2091
2019,137BAEcobici,137 - AZOPARDO Y CHILE,-34.6155977,-58.3674923,AZOPARDO 700
2019,115BAEcobici,115 - QUINTANA,-34.5878001,-58.3908362,"Av Pres Manuel Quintana 600. & Haedo, Eduardo V., Pres."
2019,179BAEcobici,179 - CASA SAN,-34.6384786,-58.3642885,Olavarría 811
2019,176BAEcobici,067 - PARQUE SARMIENTO I,-34.555254,-58.494845,Av. Dr. Ricardo Balbín 4402
2019,192BAEcobici,192 - Talcahuano,-34.5972773,-58.3855748,990 Talcahuano
2019,224BAEcobici,133 - Nicaragua,-34.5808537,-58.434484,Nicaragua & Bonpland
2019,216BAEcobici,059 - Coronel Diaz,-34.589968,-58.411493,Guemes 3330 & Coronel Diaz
2019,203BAEcobici,108 - Usina del Arte,-34.628757,-58.356259,"Caffarena, Agustin R. & Don Pedro De Mendoza Av."
2019,210BAEcobici,335 - General Urquiza,-34.572165,-58.411278,Figueroa Alcorta & Sarmiento
2019,222BAEcobici,160 - Godoy Cruz y Libertador,-34.572583,-58.420628,Godoy Cruz  3279 y Libertador
2019,204BAEcobici,167 - Hipólito Yrigoyen,-34.614948,-58.427818,"4300 Yrigoyen, Hipolito Av."
2019,191BAEcobici,191 - Rivadavia y 9 de Julio,-34.6079305,-58.3808358,Pellegrini Y Rivadavia Av.
2019,65BAEcobici,065 - Julián Álvarez,-34.5873124,-58.4157873,3822 Guemes
2019,169BAEcobici,169 - FACULTAD DE PSICOLOGIA,-34.6123459,-58.411856,"Yrigoyen, Hipolito & 24 De Noviembre"
2019,39BAEcobici,039 - CONGRESO II,-34.6092213,-58.3876925,Rivadavia Av. & Parana
2019,261BAEcobici,272 - Plaza Bruno Giordano,-34.616151,-58.440584,Bruno Giordano&Neuquen
2019,77BAEcobici,109 - ESTACION PUEYRREDON,-34.581135,-58.501487,Bolivia 5071
2019,112BAEcobici,112 - 9 de Julio,-34.612075,-58.380384,Bernardo Irigoyen 320
2019,187BAEcobici,261 - QUINTEROS LIDORO,-34.552571,-58.450897,"1483 Quinteros, Lidoro J. Av."
2019,248BAEcobici,346 - Plaza Zapiola,-34.573522,-58.474635,2001 Donado
2019,236BAEcobici,254 - Plaza Rafael Hernandez,-34.562161,-58.455166,Vuelta de Obligado 2004
2019,102BAEcobici,102 - ROSETI,-34.5851209,-58.4492989,ROSETI 390
2019,138BAEcobici,138 - Hospital Britanico,-34.6353595,-58.3876724,153 Perdriel
2019,252BAEcobici,331 - CALIFORNIA,-34.647121,-58.374336,California y General Hornos
2019,290BAEcobici,224 - FERROCARRIL OESTE,-34.6186003,-58.4456027,"280 Garcia Lorca, Federico"
2019,170BAEcobici,170 - SAN LUIS Y ECUADOR,-34.5996644,-58.4061023,2862 San Luis & Ecuador
2019,233BAEcobici,389 - Plaza República De Mexico,-34.5539765,-58.4360367,693 La Pampa
2019,282BAEcobici,332 - PLAZOLETA PORTUGAL,-34.5699743,-58.4562794,"Aviles, Virrey & Cramer"
2019,234BAEcobici,344 - UNIVERSIDAD DI TELLA,-34.5480059,-58.44694390000001,Figueroa Alcorta 7350
2019,235BAEcobici,281 - Villa Urquiza,-34.573734,-58.48692409,Av. Triunvirato 4800
2019,240BAEcobici,239 -VIDAL,-34.558137,-58.4672593,Av. Cramer 2900
2019,249BAEcobici,307 - LEONARDO PEREYRA,-34.6506468,-58.38723419999999,LUZURIAGA 1400
2019,258BAEcobici,336 - La Pampa,-34.565521,-58.455334,La Pampa 2512 & Ciudad de la Paz
2019,277BAEcobici,292 - PLAZA BOLIVIA,-34.563539,-58.436115,Olleros Av. & Del Libertador Av.
2019,286BAEcobici,284 - BONIFACIO Y CARABOBO,-34.6304712,-58.4551112,"1913 Bonifacio, Jose"
2019,283BAEcobici,228 - BALDOMERO,-34.6355054,-58.456035,"2289 Fernandez Moreno, Baldomero"
2019,199BAEcobici,199 - ESTADOS UNIDOS Y BOEDO,-34.6222601,-58.4160137,3568 Estados Unidos & Boedo Av.
2019,218BAEcobici,067 - Senillosa,-34.638523,-58.425464,Senillosa 1905 & Zañartu
2019,265BAEcobici,361 - Plaza Don Segundo Sombra,-34.64196,-58.4505,2347 Santander
2019,285BAEcobici,400 - Reserva Ecologica,-34.6172122,-58.3561752,"Achaval Rodriguez, T., Dr. Av. 1520"
2019,149BAEcobici,149 - LIMA,-34.6153266,-58.3813642,México & Lima
2019,95BAEcobici,095 - ESMERALDA,-34.6021121,-58.3781678,ESMERALDA 516
2019,167BAEcobici,275 - PLAZA 24 DE SEPTIEMBRE,-34.606984,-58.44854,1355 San Martin Av.
2019,239BAEcobici,391 - Plaza República de Ecuador,-34.56533652,-58.42062076,Av. Pres. Figueroa Alcorta 5201
2019,201BAEcobici,175 - Esmeralda y Corrientes,-34.6034449,-58.378167,Esmeralda y Corrientes
2019,270BAEcobici,370 - Beauchef,-34.640114,-58.43026,1995 Beauchef
2019,238BAEcobici,217 - Cachimayo,-34.6365814,-58.4367011,1489 Cachimayo
2019,273BAEcobici,223 - GAINZA,-34.616758,-58.446751,"494 Gainza, Martin De, Gral."
2019,275BAEcobici,256 - PLAZA NORUEGA,-34.562277,-58.459289,Amenabar y Mendoza
2019,262BAEcobici,349 - Plaza Saenz Peña,-34.609761,-58.467476,Remedios Escalada de San Martin 2000
2019,267BAEcobici,315 - BEIRO Y SAN MARTÍN,-34.5976121,-58.4985424,3209 Av. Francisco Beiro
2019,269BAEcobici,260 - SAN MIGUEL DE GARICOITS,-34.577329,-58.457799,"Delgado & Loreto, Virrey"
2019,274BAEcobici,369 - Ciudad De La Paz,-34.5563511,-58.4630428,2816 Ciudad de la Paz CABA
2019,289BAEcobici,255 - BARRANCAS DE BELGRANO,-34.559801,-58.448314,"Sucre, Antonio Jose De, Mcal. Y Vertiz Virrey Av."
2019,287BAEcobici,299 - HIDALGO,-34.6103343,-58.4409183,Hidalgo 796
2019,264BAEcobici,283 - CNEL. JUAN CRUZ CZETZ,-34.5559308,-58.4812325,"Balbin, Ricardo, Dr. Av. & Larralde, Crisologo Av."
2019,241BAEcobici,348 - Villa del Parque,-34.600874,-58.494123,"Gutierrez, Ricardo 3105"
2019,223BAEcobici,178 - José Marmol,-34.6234,-58.424853,803 José Marmol
2019,276BAEcobici,296 - FREIRE,-34.559476,-58.4699652,"2899 Freire, Ramon, Cap. Gral."
2019,279BAEcobici,325 - CASTELLI Y PERON,-34.607516,-58.404758,"Castelli & Peron, Juan Domingo, Tte. General"
2019,284BAEcobici,229 - RIGLOS,-34.631018,-58.435056,1019 Riglos
2019,278BAEcobici,233 - MONROE,-34.564122,-58.469813,2519 Superi
2019,295BAEcobici,392 - Calasanz,-34.624802,-58.437683,San Jose De Calasanz & Valle
2019,309BAEcobici,298 - PLAZA DR. JUAN B. TERAN,-34.62141207128675,-58.51978098730658,Nogoya 5525
2019,263BAEcobici,270 - PLAZA DEL ANGEL GRIS,-34.622003,-58.457555,Calcena & Avellaneda Av.
2019,322BAEcobici,289 - MONTAÑESES,-34.551304,-58.454181,2786 Montañeses
2019,247BAEcobici,282 - Tronador,-34.5838957,-58.466494,Triunvirato Av. & Tronador
2019,324BAEcobici,280 - JURAMENTO,-34.578933,-58.4840556,5209 Juramento
2019,305BAEcobici,398 - Rojas,-34.612684,-58.44487,731 Rojas
2019,281BAEcobici,350 - Plaza Irlanda,-34.613778,-58.458315,Av. Gaona 2200
2019,268BAEcobici,399 - GARCIA DEL RIO,-34.5503,-58.477,Av. García del Río 3182
2019,303BAEcobici,238 - RIVERA,-34.5577145,-58.4626871,"2583 Rivera, Pedro I., Dr."
2019,306BAEcobici,380 - Paysandu y Galicia,-34.608465,-58.45585,1220 GALICIA
2019,280BAEcobici,222 - SIMON BOLIVAR,-34.633528,-58.449379,"1701 Fernandez Moreno, Baldomero"
2019,292BAEcobici,355 - PLAZA RICARDO LLERAS,-34.634796,-58.378109,"Samperio, Manuel J. & Herrera"
2019,296BAEcobici,293 - PEDERNERA,-34.632961,-58.462547,Pedernera 381
2019,298BAEcobici,271 - Plazoleta 11 de Noviembre,-34.634443,-58.463437,Varela 401
2019,302BAEcobici,340 - PLAZA NUEVA POMPEYA,-34.6518464,-58.415771,3817 Traful
2019,316BAEcobici,205 - SAN MARTIN,-34.605567,-58.453475,1471 Cucha Cucha
2019,317BAEcobici,220 - GIRIBONE,-34.5797368,-58.4578146,1101 Giribone
2019,321BAEcobici,246 - EDUARDO OLIVERA,-34.561851,-58.444754,"1631 Campos, Luis M. Av."
2019,244BAEcobici,266 - Plaza Alfredo Nobel,-34.5874735,-58.4842469,Hamburgo 3310
2019,127BAEcobici,127 - SANTOS DUMONT Y OTERO,-34.5923884,-58.453077,"4392 Dumont, Santos & Otero"
2019,246BAEcobici,338 - Sucre y Dragones,-34.554326,-58.4389256,Sucre 877 y Dragones
2019,245BAEcobici,248 - Husares,-34.552594,-58.4429397,Husares 2201
2019,250BAEcobici,366 - Plaza Diaz Velez,-34.6526797,-58.377215,"Cruz, Osvaldo Av. & San Antonio"
2019,266BAEcobici,379 - CORPORACIÓN BS AS SUR,-34.6654739,-58.4384883,RABANAL 3220
2019,260BAEcobici,371 - Paseo de las Americas,-34.5530794109,-58.43522348866,Av. Pres Figueroa Alcorta 6400
2019,311BAEcobici,213 - Hospital Alvear,-34.5972098,-58.47421143,Av. Warnes 2626
2019,313BAEcobici,291 - REPARACION DE K7,-34.565003,-58.4449536,1920 Zabala
2019,314BAEcobici,212 - SOR JUANA,-34.61047,-58.4602399,Galicia 1630
2019,430BAEcobici,roca y belgrano ex,-34.5520678,-58.4267679,Av. Costanera Rafael Obligado 5100
2019,364BAEcobici,381 - Matienzo Y Arce,-34.568693,-58.43447,"1798 Matienzo, Benjamin, Teniente"
2019,259BAEcobici,290 - Club Excursionistas,-34.5591522,-58.4441762,Migueletes 1782 (y La Pampa)
2019,332BAEcobici,202 - Nogoya Y Argerich,-34.602133,-58.490891,3018 Argerich
2019,272BAEcobici,347 - PLAZA MALAVER,-34.5883744,-58.4668651,328 Heredia CABA
2019,294BAEcobici,363 - Udaondo,-34.5471313,-58.4524657,AV. GUILLERMO UDAONDO 1290
2019,230BAEcobici,259 - PLAZA CASTELLI,-34.5678255,-58.4645037,Echeverria 3249
2019,351BAEcobici,235 - Colegiales,-34.5717033,-58.4520772,Zabala 2825
2019,373BAEcobici,265 - Plaza Exodo Jujeño,-34.5823369182868,-58.4810831468321,Liverpool 2812
2019,304BAEcobici,395 - Agronomia II,-34.5893,-58.4848,Av. Francisco Beiró 2120
2019,330BAEcobici,148 -La Paternal,-34.6008306,-58.4721271,PUNTA  ARENAS  1798
2019,366BAEcobici,360 - Plaza Ramon Falcon,-34.6352784,-58.4825327,Cnel. Ramón L. Falcón 3992
2019,297BAEcobici,320 - QUIRNO,-34.640978,-58.466118,Quirno 781
2019,369BAEcobici,304 - Navarro,-34.592244,-58.491797,Navarro 2625
2019,342BAEcobici,218 - Campana,-34.616813,-58.484297,1523 Campana
2019,358BAEcobici,249 - Balbín,-34.561486,-58.465586,2519 Conesa
2019,397BAEcobici,308 - Artigas Y Melincue,-34.5979984,-58.4856262,Artigas & Melincue
2019,407BAEcobici,330 - Parque Avellaneda,-34.6424248,-58.478266,Remedios 3895
2019,372BAEcobici,322 - MARTÍ Y DIRECTORIO,-34.636406,-58.470136,"404 Marti, Jose"
2019,374BAEcobici,367 - Eva Perón,-34.6471,-58.4698,Primera Junta 3898
2019,380BAEcobici,319 - Cervantes y Trelles,-34.6060382,-58.46481,Margariño Cervantes y Trelles
2019,386BAEcobici,277 - Coghlan,-34.5654,-58.4759,2647 Estomba
2019,405BAEcobici,318 - Plaza Y Carbajal,-34.5767497,-58.4689771,1602 Plaza
2019,378BAEcobici,215 - HOSPITAL ALVAREZ,-34.623123,-58.468287,Bolivia 683
2019,131BAEcobici,131- HOSPITAL DE CLÍNICAS,-34.5984043,-58.3990158,"Uriburu Jose E., Pres. & Paraguay"
2019,409BAEcobici,339 - AMANCIO ALCORTA,-34.65687,-58.416201,Av. Amancio Alcorta 4180
2019,362BAEcobici,262 - Holmberg,-34.5658514,-58.47984700000001,Holmberg 2819 y Nahuel Huapi
2019,300BAEcobici,175,-34.5436888,-58.4771259,Cramer 4500
2019,318BAEcobici,285 - ESPINOSA,-34.603936,-58.457317,1785 Espinosa
2019,293BAEcobici,294 - Bonifacio,-34.6264943,-58.4324405,BONIFACIO 381
2019,319BAEcobici,329 - PASO Y LAVALLE,-34.6036,-58.4036,486 Paso
2019,361BAEcobici,258 - Plaza J.J. Paso,-34.569187,-58.453608,1399 Moldes
2019,375BAEcobici,301 - Arregui Y Terrada,-34.6045973566929,-58.4848121161432,2793 Arregui
2019,429BAEcobici,201 - PLAZA EJERCITO DE LOS ANDES,-34.63897407331851,-58.51010241799404,Av. Rivadavia y Albariño
2019,381BAEcobici,274 - Gavilán,-34.6162466,-58.4658836,Gavilán 1200
2019,312BAEcobici,311 - CONCORDIA,-34.629028,-58.4769111,3396 Bogota
2019,320BAEcobici,364 - Carranza Y Gorriti,-34.584063,-58.440137,"1501 Carranza, Angel Justiniano"
2019,338BAEcobici,210 - Terrero,-34.602931,-58.479421,3211 Terrero
2019,232BAEcobici,252 - Tamborini,-34.5599779,-58.4790578,Tamborini 3821
2019,253BAEcobici,383 - BOEDO Y VENEZUELA,-34.6163544,-58.4170737,BOEDO 339
2019,363BAEcobici,354 - José Martí,-34.6439,-58.463114,Eva Perón 3321
2019,379BAEcobici,390 - De Los Ombues,-34.5602,-58.4281,Av. de los Ombúes 300
2019,377BAEcobici,327 - ACUÑA DE FIGUEROA Y POTOSI,-34.607333,-58.422987,296 Acuna de Figueroa
2019,400BAEcobici,313 - De Los Incas,-34.57899,-58.46982,Av. de los Incas 4138
2019,323BAEcobici,240 - ECHEVERRIA,-34.565409,-58.459298,1981 Vidal
2019,7BAEcobici,007 - OBELISCO,-34.606498,-58.381098,CARLOS PELEGRINI 215
2019,382BAEcobici,204 - Biarritz,-34.60547,-58.47739,Biarritz 2403
2019,428BAEcobici,225 - HOSPITAL TORNU,-34.587458,-58.4739506,1052 Avalos
2019,431BAEcobici,362 - PARQUE DE LA MEMORIA,-34.542628,-58.436913,Av. Costanera Rafael Obligado 7200
2019,384BAEcobici,267 - Plaza 25 De Agosto,-34.5795188115686,-58.4618347314881,14 de julio de 1194
2019,301BAEcobici,309 - UTN II,-34.6603616577602,-58.4676386893849,Saraza y Mozart
2019,432BAEcobici,187 - Jose Maria Moreno,-34.619879,-58.435801,141 Jose Maria Moreno
2019,393BAEcobici,300 - Jose Artigas,-34.5902732694463,-58.466932201858796,Av. del Campo 1301
2019,395BAEcobici,303 - Huaura,-34.5968492889416,-58.4532798579487,Huaura 1405 y Fitz Roy
2019,391BAEcobici,295 - Larralde,-34.5508944,-58.4719176,3607 Vidal
2019,355BAEcobici,242 - Plazoleta Rafael del Riego,-34.567483,-58.446381,o´higins 1327
2019,387BAEcobici,278 - Donato Alvarez,-34.602028,-58.465568,"1540 Garcia, Juan Agustin"
