id,id_trip,year,id_user,origin_id,origin_date,destination_id,destination_date,distance,duration
167,,2010,,2BAEcobici,2010-12-30 9:30:00,4BAEcobici,2010-12-30 9:41:00,1.177505404647519,600
168,,2010,,2BAEcobici,2010-12-30 9:28:00,4BAEcobici,2010-12-30 9:40:00,1.177505404647519,660
169,,2010,,2BAEcobici,2010-12-30 9:27:00,4BAEcobici,2010-12-30 10:03:00,1.177505404647519,2160
170,,2010,,2BAEcobici,2010-12-30 9:25:00,3BAEcobici,2010-12-30 9:55:00,2.151658072860231,1800
171,,2010,,202BAEcobici,2010-12-30 9:21:00,202BAEcobici,2010-12-30 9:32:00,0,660
172,,2010,,2BAEcobici,2010-12-30 9:20:00,3BAEcobici,2010-12-30 9:40:00,2.151658072860231,1200
173,,2010,,2BAEcobici,2010-12-30 9:18:00,3BAEcobici,2010-12-30 9:32:00,2.151658072860231,840
174,,2010,,2BAEcobici,2010-12-30 9:07:00,4BAEcobici,2010-12-30 9:16:00,1.177505404647519,540
175,,2010,,2BAEcobici,2010-12-30 9:01:00,4BAEcobici,2010-12-30 9:08:00,1.177505404647519,420
176,,2010,,202BAEcobici,2010-12-30 9:01:00,202BAEcobici,2010-12-30 10:48:00,0,6420
177,,2010,,2BAEcobici,2010-12-30 9:01:00,3BAEcobici,2010-12-30 9:14:00,2.151658072860231,840
178,,2010,,4BAEcobici,2010-12-30 9:00:00,4BAEcobici,2010-12-30 9:01:00,0,60
179,,2010,,4BAEcobici,2010-12-30 8:59:00,4BAEcobici,2010-12-30 9:04:00,0,300
180,,2010,,2BAEcobici,2010-12-30 8:53:00,3BAEcobici,2010-12-30 9:07:00,2.151658072860231,840
181,,2010,,3BAEcobici,2010-12-30 8:53:00,3BAEcobici,2010-12-30 11:30:00,0,9420
182,,2010,,2BAEcobici,2010-12-30 8:52:00,4BAEcobici,2010-12-30 9:03:00,1.177505404647519,660
183,,2010,,2BAEcobici,2010-12-30 8:49:00,4BAEcobici,2010-12-30 9:06:00,1.177505404647519,1020
184,,2010,,2BAEcobici,2010-12-30 8:41:00,4BAEcobici,2010-12-30 8:51:00,1.177505404647519,600
185,,2010,,202BAEcobici,2010-12-30 8:39:00,202BAEcobici,2010-12-30 8:59:00,0,1140
186,,2010,,202BAEcobici,2010-12-30 8:37:00,2BAEcobici,2010-12-30 8:47:00,1.7455454010861773,600
187,,2010,,2BAEcobici,2010-12-30 8:34:00,3BAEcobici,2010-12-30 8:44:00,2.151658072860231,600
188,,2010,,3BAEcobici,2010-12-30 8:29:00,2BAEcobici,2010-12-30 8:55:00,2.151658072860231,1560
189,,2010,,3BAEcobici,2010-12-30 8:29:00,2BAEcobici,2010-12-30 8:54:00,2.151658072860231,1500
190,,2010,,3BAEcobici,2010-12-30 8:28:00,2BAEcobici,2010-12-30 8:55:00,2.151658072860231,1620
191,,2010,,2BAEcobici,2010-12-30 8:13:00,4BAEcobici,2010-12-30 11:34:00,1.177505404647519,12060
192,,2010,,3BAEcobici,2010-12-30 7:58:00,3BAEcobici,2010-12-30 9:39:00,0,6060
193,,2010,,2BAEcobici,2010-12-30 7:58:00,4BAEcobici,2010-12-30 8:29:00,1.177505404647519,1860
194,,2010,,2BAEcobici,2010-12-30 7:52:00,3BAEcobici,2010-12-30 8:13:00,2.151658072860231,1260
195,,2010,,2BAEcobici,2010-12-30 7:50:00,4BAEcobici,2010-12-30 8:01:00,1.177505404647519,660
196,,2010,,2BAEcobici,2010-12-30 7:48:00,4BAEcobici,2010-12-30 7:59:00,1.177505404647519,660
197,,2010,,2BAEcobici,2010-12-30 7:38:00,3BAEcobici,2010-12-30 7:51:00,2.151658072860231,780
198,,2010,,2BAEcobici,2010-12-30 7:37:00,202BAEcobici,2010-12-30 8:30:00,1.7455454010861773,3180
199,,2010,,3BAEcobici,2010-12-29 19:48:00,2BAEcobici,2010-12-29 20:07:00,2.151658072860231,1140
200,,2010,,4BAEcobici,2010-12-29 19:46:00,2BAEcobici,2010-12-29 19:55:00,1.177505404647519,600
201,,2010,,4BAEcobici,2010-12-29 19:45:00,2BAEcobici,2010-12-29 19:53:00,1.177505404647519,480
202,,2010,,202BAEcobici,2010-12-29 19:43:00,2BAEcobici,2010-12-29 19:51:00,1.7455454010861773,480
203,,2010,,3BAEcobici,2010-12-29 19:37:00,2BAEcobici,2010-12-29 19:48:00,2.151658072860231,660
204,,2010,,4BAEcobici,2010-12-29 19:30:00,2BAEcobici,2010-12-29 19:37:00,1.177505404647519,420
205,,2010,,3BAEcobici,2010-12-29 19:23:00,202BAEcobici,2010-12-29 19:57:00,3.6586040276952296,2100
206,,2010,,3BAEcobici,2010-12-29 19:19:00,2BAEcobici,2010-12-29 19:34:00,2.151658072860231,840
207,,2010,,4BAEcobici,2010-12-29 19:17:00,2BAEcobici,2010-12-29 19:24:00,1.177505404647519,360
208,,2010,,4BAEcobici,2010-12-29 19:14:00,4BAEcobici,2010-12-29 19:16:00,0,120
209,,2010,,202BAEcobici,2010-12-29 19:07:00,202BAEcobici,2010-12-29 19:46:00,0,2340
210,,2010,,202BAEcobici,2010-12-29 19:04:00,202BAEcobici,2010-12-29 19:47:00,0,2640
211,,2010,,202BAEcobici,2010-12-29 19:03:00,202BAEcobici,2010-12-29 19:47:00,0,2640
212,,2010,,3BAEcobici,2010-12-29 18:56:00,2BAEcobici,2010-12-29 19:12:00,2.151658072860231,960
213,,2010,,2BAEcobici,2010-12-29 18:52:00,3BAEcobici,2010-12-29 19:17:00,2.151658072860231,1440
214,,2010,,4BAEcobici,2010-12-29 18:49:00,2BAEcobici,2010-12-29 18:55:00,1.177505404647519,360
215,,2010,,3BAEcobici,2010-12-29 18:39:00,2BAEcobici,2010-12-29 18:52:00,2.151658072860231,780
216,,2010,,2BAEcobici,2010-12-29 18:37:00,202BAEcobici,2010-12-29 18:48:00,1.7455454010861773,660
217,,2010,,2BAEcobici,2010-12-29 18:36:00,4BAEcobici,2010-12-29 18:48:00,1.177505404647519,720
218,,2010,,3BAEcobici,2010-12-29 18:35:00,2BAEcobici,2010-12-29 19:50:00,2.151658072860231,4500
219,,2010,,3BAEcobici,2010-12-29 18:34:00,2BAEcobici,2010-12-29 18:59:00,2.151658072860231,1440
220,,2010,,3BAEcobici,2010-12-29 18:33:00,2BAEcobici,2010-12-29 18:55:00,2.151658072860231,1260
221,,2010,,3BAEcobici,2010-12-29 18:33:00,2BAEcobici,2010-12-29 18:54:00,2.151658072860231,1260
222,,2010,,202BAEcobici,2010-12-29 18:31:00,2BAEcobici,2010-12-29 18:39:00,1.7455454010861773,480
223,,2010,,4BAEcobici,2010-12-29 18:26:00,2BAEcobici,2010-12-29 18:36:00,1.177505404647519,600
224,,2010,,3BAEcobici,2010-12-29 18:24:00,2BAEcobici,2010-12-29 18:55:00,2.151658072860231,1860
225,,2010,,3BAEcobici,2010-12-29 18:24:00,202BAEcobici,2010-12-29 18:50:00,3.6586040276952296,1560
226,,2010,,3BAEcobici,2010-12-29 18:23:00,2BAEcobici,2010-12-29 18:53:00,2.151658072860231,1860
227,,2010,,4BAEcobici,2010-12-29 18:19:00,202BAEcobici,2010-12-29 18:34:00,2.8334216135349366,960
228,,2010,,2BAEcobici,2010-12-29 18:18:00,202BAEcobici,2010-12-29 18:25:00,1.7455454010861773,420
229,,2010,,2BAEcobici,2010-12-29 18:12:00,202BAEcobici,2010-12-29 18:18:00,1.7455454010861773,360
230,,2010,,3BAEcobici,2010-12-29 18:10:00,2BAEcobici,2010-12-29 18:30:00,2.151658072860231,1200
231,,2010,,4BAEcobici,2010-12-29 18:09:00,2BAEcobici,2010-12-29 18:14:00,1.177505404647519,300
232,,2010,,4BAEcobici,2010-12-29 18:08:00,2BAEcobici,2010-12-29 18:19:00,1.177505404647519,660
233,,2010,,4BAEcobici,2010-12-29 18:08:00,4BAEcobici,2010-12-29 19:05:00,0,3480
234,,2010,,3BAEcobici,2010-12-29 18:04:00,2BAEcobici,2010-12-29 18:26:00,2.151658072860231,1320
235,,2010,,4BAEcobici,2010-12-29 18:03:00,202BAEcobici,2010-12-29 18:19:00,2.8334216135349366,960
236,,2010,,4BAEcobici,2010-12-29 18:03:00,202BAEcobici,2010-12-29 18:20:00,2.8334216135349366,1020
237,,2010,,3BAEcobici,2010-12-29 18:02:00,2BAEcobici,2010-12-29 18:18:00,2.151658072860231,1020
238,,2010,,3BAEcobici,2010-12-29 18:00:00,2BAEcobici,2010-12-29 18:16:00,2.151658072860231,960
239,,2010,,4BAEcobici,2010-12-29 18:00:00,3BAEcobici,2010-12-29 18:07:00,1.0252130332002447,420
